Sim_id,IMEI_no,Start_date,end_date
SIM018713,677508327376050,2019-11-18 15:13:41,2020-08-03 22:17:42
SIM018714,037493155289224,2019-12-19 20:28:49,2020-10-18 22:11:58
SIM018715,553095805539603,2020-12-01 03:40:04,
SIM018716,503597994118407,2024-01-07 02:21:50,
SIM018717,882934752747499,2018-03-15 10:34:15,2018-12-15 08:57:20
SIM018718,955171505514522,2023-03-10 14:33:31,
SIM018719,147632691887820,2018-11-21 23:25:13,
SIM018720,722401583681773,2019-02-26 23:15:20,
SIM018721,435919272285544,2018-03-18 03:02:19,2018-11-27 12:15:57
SIM018722,491922012301301,2023-02-25 21:01:43,2023-10-04 01:16:36
SIM018723,694005103976659,2024-12-30 04:37:22,
SIM018724,754571287283262,2022-12-19 22:44:54,
SIM018725,579043180208342,2022-03-08 04:28:22,2022-08-14 18:11:39
SIM018726,781635245262057,2019-05-26 10:16:11,2019-11-06 08:28:43
SIM018727,044267685002440,2020-11-05 13:52:58,2021-06-18 20:38:59
SIM018728,844620175645761,2022-09-30 20:23:43,2023-06-14 16:57:51
SIM018729,598291330255193,2024-06-08 02:31:06,2024-10-31 07:33:07
SIM018730,458873168625503,2021-02-19 21:18:36,
SIM018731,879386159127539,2019-12-02 16:09:05,
SIM018732,365378609015663,2021-03-01 01:42:05,
SIM018733,568153481743540,2024-08-17 13:03:29,
SIM018734,451242270353666,2024-09-02 11:12:05,
SIM018735,803346694708103,2019-01-20 14:55:53,
SIM018736,917128989512249,2023-02-19 16:21:25,
SIM018737,608737005962906,2019-03-27 04:11:11,2019-10-14 09:28:43
SIM018738,197817554404023,2019-08-22 13:09:19,2020-05-12 11:49:45
SIM018739,909342656991919,2023-10-25 15:41:15,2024-06-07 19:58:09
SIM018740,677890646457319,2024-03-24 05:26:11,
SIM018741,629362009197556,2024-11-15 07:13:07,
SIM018742,504191063736848,2020-05-04 08:54:41,
SIM018743,604062099412428,2023-11-03 00:49:41,
SIM018744,911968255249465,2021-08-07 22:50:01,
SIM018745,962370045355214,2023-10-17 09:15:20,
SIM018746,134257889836520,2021-09-10 15:08:36,2022-03-11 11:21:54
SIM018747,816919136215128,2022-11-08 16:43:21,2023-09-08 20:51:57
SIM018748,725863813868568,2024-11-19 09:06:41,
SIM018749,013859766881504,2023-01-05 02:51:13,
SIM018750,254650005062091,2023-03-31 12:02:46,
SIM018751,546172174564531,2024-02-20 11:50:11,
SIM018752,319981389243109,2022-09-13 03:15:05,
SIM018753,140388354227594,2024-10-05 13:11:12,
SIM018754,238411543167622,2024-04-29 10:27:48,
SIM018755,719514334716093,2020-04-23 08:34:20,
SIM018756,551411229463698,2023-04-23 18:00:10,
SIM018757,931176056717509,2018-02-26 06:31:23,
SIM018758,741924309058918,2020-03-05 09:31:50,2020-07-10 08:03:35
SIM018759,405543479001938,2023-03-09 17:45:40,2023-11-29 05:14:03
SIM018760,319498180223139,2023-02-14 17:14:07,
SIM018761,051690435246395,2020-07-12 10:57:46,
SIM018762,502747316064471,2023-04-13 09:47:33,2024-01-16 13:55:18
SIM018763,141344831561729,2020-05-03 02:07:59,2021-03-27 12:45:20
SIM018764,349141096325846,2023-04-23 00:41:36,
SIM018765,441201293224549,2020-05-09 11:53:51,
SIM018766,193686582754483,2022-03-24 23:00:53,
SIM018767,115320312273080,2020-07-15 05:48:31,
SIM018768,435153713487076,2023-04-24 01:02:54,
SIM018769,543419778882053,2021-08-22 23:58:58,2022-07-07 10:00:55
SIM018770,410480846057295,2019-11-26 15:26:25,
SIM018771,911141906850105,2018-04-20 16:22:45,2018-10-11 02:27:03
SIM018772,942169042292321,2023-04-08 08:21:50,
SIM018773,804139967349018,2022-02-22 23:03:08,2022-05-28 05:43:16
SIM018774,558220558114671,2022-10-20 04:16:15,2023-07-18 09:00:15
SIM018775,964935882874314,2019-04-15 01:46:55,
SIM018776,530793250220538,2018-02-15 17:06:41,2018-08-08 02:54:15
SIM018777,355683836199439,2020-05-06 12:14:54,
SIM018778,540685002323520,2018-12-03 18:29:33,2019-10-04 06:26:22
SIM018779,188354091051994,2024-03-15 11:48:10,2024-11-30 08:57:17
SIM018780,269958537165032,2020-09-04 20:20:08,2021-08-20 17:57:39
SIM018781,782985169184824,2024-09-27 08:14:13,
SIM018782,073766669066433,2021-03-29 20:43:21,2021-09-19 02:23:20
SIM018783,596217274060460,2020-11-24 00:21:14,2021-05-20 20:39:39
SIM018784,862526215355254,2018-02-07 01:30:34,
SIM018785,463441470886957,2020-11-26 05:43:35,
SIM018786,188682747229893,2023-06-29 05:08:47,2024-04-19 00:03:44
SIM018787,420010832918265,2018-07-27 01:03:08,
SIM018788,905748987247259,2020-07-07 02:58:37,
SIM018789,123778644363961,2023-01-06 16:14:11,
SIM018790,457427780100129,2019-10-19 05:53:54,
SIM018791,506637079098237,2018-08-25 06:09:48,
SIM018792,238574288197792,2023-12-15 14:46:33,
SIM018793,450802874619197,2023-06-15 07:48:33,2023-11-24 11:42:47
SIM018794,058484217137973,2022-05-26 11:01:42,
SIM018795,456673793024039,2020-10-25 23:45:28,2021-10-02 06:42:20
SIM018796,476852631165996,2023-12-24 21:09:45,2024-04-21 21:23:33
SIM018797,557378490642340,2020-11-20 18:06:04,2021-05-18 14:53:13
SIM018798,542824019056749,2018-06-08 04:47:59,
SIM018799,297054222542770,2024-04-18 16:18:00,2024-11-17 23:28:18
SIM018800,130035482431478,2021-06-16 11:47:46,2022-06-15 14:27:10
SIM018801,315209430866664,2019-04-18 09:07:42,
SIM018802,766528187585766,2018-06-17 06:50:31,
SIM018803,909160250925537,2024-02-27 15:43:40,2024-07-30 20:01:23
SIM018804,123592660930493,2019-06-05 03:33:58,2020-05-16 03:11:22
SIM018805,872719838687285,2019-09-25 09:23:34,2020-01-25 09:25:20
SIM018806,175396652995980,2018-11-19 23:04:37,2019-08-19 17:34:01
SIM018807,260537293494587,2023-09-09 23:54:03,2024-01-26 06:34:02
SIM018808,880917947694466,2024-04-10 21:23:10,2024-07-12 02:51:59
SIM018809,720745580543847,2020-11-10 08:29:22,
SIM018810,539244942491191,2022-08-19 04:02:04,2023-01-29 15:26:15
SIM018811,078138348135887,2024-03-19 22:14:13,
SIM018812,559727787788882,2023-06-18 16:55:49,2024-05-15 09:07:33
SIM018813,502668622522124,2018-10-08 04:37:45,2019-08-15 02:04:29
SIM018814,972342087498165,2020-08-21 20:13:37,2020-12-16 18:39:14
SIM018815,370987651837165,2022-04-07 09:55:16,2022-08-04 06:58:52
SIM018816,243747211631790,2022-07-14 07:51:46,2023-07-12 12:32:57
SIM018817,566399855963715,2024-12-28 23:52:32,
SIM018818,692820363102877,2023-04-16 09:34:04,
SIM018819,560287932416027,2021-11-08 07:22:19,2022-05-10 17:04:44
SIM018820,190692369360005,2019-04-28 04:20:31,
SIM018821,427924962012381,2020-09-04 02:06:49,2021-04-19 15:26:04
SIM018822,141907065847827,2024-12-28 08:48:41,
SIM018823,924280329147517,2022-05-18 18:02:52,
SIM018824,617266352575108,2023-07-30 10:02:46,2023-11-27 06:05:03
SIM018825,387867442986023,2022-02-19 22:21:48,
SIM018826,706656319612343,2019-10-07 18:49:45,
SIM018827,623283059368697,2022-04-13 02:21:34,
SIM018828,339960329413166,2019-03-20 05:39:04,2019-09-16 20:12:30
SIM018829,622232075021954,2020-12-06 17:26:30,2021-08-30 16:29:00
SIM018830,394177456069220,2022-08-03 22:16:02,
SIM018831,543624575627321,2021-12-09 16:31:43,
SIM018832,683333144187137,2021-07-13 22:03:25,2021-12-29 15:21:51
SIM018833,539106619728464,2024-12-01 12:12:20,
SIM018834,854654237085452,2018-04-29 19:50:09,
SIM018835,840650039019312,2021-09-18 19:04:32,
SIM018836,108005864368243,2023-06-02 07:18:38,
SIM018837,680236069252050,2022-06-10 18:22:07,2022-10-10 11:06:14
SIM018838,691363610519766,2022-08-22 17:51:46,
SIM018839,252161583673682,2020-04-02 12:52:07,
SIM018840,200974959332193,2022-06-29 02:55:17,
SIM018841,848174810116069,2019-09-28 21:47:07,2020-05-26 18:03:10
SIM018842,189162437178087,2024-10-16 11:05:26,
SIM018843,288181674119814,2021-09-17 06:35:21,
SIM018844,398247776858009,2019-11-18 16:01:46,2020-07-13 00:06:42
SIM018845,487759865613999,2019-11-22 12:19:34,2020-07-15 13:58:17
SIM018846,779331080652903,2021-04-13 15:27:12,
SIM018847,281147808570293,2024-12-03 10:41:26,
SIM018848,513586697207641,2020-09-18 14:36:42,2021-02-02 08:47:29
SIM018849,747599333064751,2024-11-10 14:34:20,
SIM018850,046343440144629,2024-05-01 15:46:36,
SIM018851,795525243996101,2024-12-16 14:26:49,
SIM018852,174293054326726,2022-05-24 10:51:16,2023-03-16 16:45:32
SIM018853,547862982997298,2018-06-24 20:52:44,2019-04-18 15:35:48
SIM018854,283337739390365,2023-03-21 21:04:08,2024-01-14 05:33:05
SIM018855,514033547641186,2018-04-11 21:09:13,2019-01-06 10:08:52
SIM018856,511541482646814,2024-01-01 04:09:33,2024-09-12 23:08:24
SIM018857,950482054072593,2019-02-27 09:26:38,2019-08-02 14:44:15
SIM018858,932017613890543,2021-08-05 13:01:05,
SIM018859,307928787671954,2021-08-24 02:54:03,2022-01-27 05:48:01
SIM018860,945422544289602,2022-10-17 00:08:59,
SIM018861,709871690205897,2019-11-19 09:23:06,2020-04-29 08:56:16
SIM018862,027907026390493,2024-12-29 20:44:12,
SIM018863,489609868937758,2018-09-21 14:48:38,2019-01-10 01:14:20
SIM018864,761752479324547,2020-08-19 01:25:20,
SIM018865,475848368421976,2021-02-22 02:42:57,
SIM018866,462063066770880,2019-04-09 15:41:33,
SIM018867,271594001241382,2021-03-22 07:34:57,2021-12-02 02:44:40
SIM018868,357047310835165,2020-01-14 04:46:46,2020-10-14 23:25:16
SIM018869,045241094540692,2024-12-21 02:06:39,
SIM018870,461858530777503,2020-07-05 14:47:17,2021-03-21 19:09:24
SIM018871,646503896989044,2021-09-14 04:55:28,2022-01-07 04:07:08
SIM018872,112284637202853,2022-09-19 01:50:00,2023-05-12 13:35:03
SIM018873,747000238842371,2024-09-28 08:53:50,
SIM018874,258141630528127,2023-11-27 03:25:34,2024-10-06 05:45:11
SIM018875,650582175981902,2018-08-18 19:31:07,
SIM018876,379017578551025,2023-08-14 09:09:27,2024-05-14 17:00:15
SIM018877,299824854646609,2020-02-24 09:10:09,2020-11-22 20:44:02
SIM018878,605140964786807,2021-05-06 23:41:20,2022-04-15 18:09:29
SIM018879,683112022309199,2021-10-16 02:32:48,
SIM018880,027754052846420,2023-09-09 21:50:27,
SIM018881,127054750467789,2022-06-01 05:59:53,
SIM018882,945469838007113,2018-05-06 02:45:13,
SIM018883,296243053745288,2024-05-08 12:56:20,2024-10-20 18:55:42
SIM018884,601225426361424,2024-09-07 10:24:15,
SIM018885,152048956843034,2020-08-17 07:07:05,
SIM018886,390265545589437,2018-08-25 17:41:51,2018-12-02 08:05:55
SIM018887,802203779128885,2024-08-20 02:16:25,2024-11-21 13:25:26
SIM018888,648712736413782,2023-07-05 07:16:47,2024-07-04 02:26:27
SIM018889,680048332865353,2022-12-26 05:21:18,2023-05-29 18:26:47
SIM018890,854921617141622,2024-12-24 17:21:33,
SIM018891,089011450851301,2020-04-04 20:06:15,2020-12-16 03:34:52
SIM018892,283391640055907,2024-11-13 01:36:35,
SIM018893,464093932080735,2019-12-24 14:55:16,2020-05-08 17:41:27
SIM018894,818598745178241,2021-01-09 06:43:20,2021-04-30 05:31:07
SIM018895,678528736069405,2019-05-26 14:40:27,2019-11-18 11:20:47
SIM018896,216411518954084,2023-04-17 03:39:28,2023-10-26 06:54:13
SIM018897,774892166678145,2022-12-12 08:16:41,
SIM018898,655391535978485,2021-08-06 16:12:00,
SIM018899,336176240357481,2023-11-24 17:45:41,
SIM018900,691983033318684,2024-12-30 18:41:16,
SIM018901,293552351254432,2021-09-09 13:51:21,
SIM018902,496268704807054,2021-02-01 23:10:29,
SIM018903,645301915091089,2022-01-03 23:19:30,
SIM018904,010886373901358,2018-04-08 05:42:04,
SIM018905,370655546892268,2018-07-19 23:17:27,
SIM018906,817816269889990,2018-02-28 01:18:26,2018-06-21 03:08:20
SIM018907,267798194523475,2021-06-07 12:50:53,2021-09-13 19:07:22
SIM018908,574324435970837,2021-07-13 10:09:31,
SIM018909,916139634971725,2022-07-25 23:57:57,2023-04-09 20:03:28
SIM018910,388788653241501,2023-03-11 05:46:37,
SIM018911,076551216963126,2020-12-25 18:46:57,2021-11-12 10:29:47
SIM018912,066470470991357,2022-09-16 19:36:25,
SIM018913,967924678028629,2024-03-04 20:17:33,2024-08-02 02:39:11
SIM018914,948868058830416,2024-11-22 08:34:28,
SIM018915,192693500035639,2021-09-30 01:33:36,2022-08-16 13:09:12
SIM018916,845302233167777,2020-03-15 09:19:08,2020-10-29 21:21:44
SIM018917,922557125271704,2022-07-08 13:32:57,
SIM018918,895376020146798,2019-10-09 08:25:41,2020-08-22 11:21:52
SIM018919,363341189326099,2024-11-20 07:31:43,
SIM018920,534230446906867,2024-06-24 13:12:27,
SIM018921,440474852657130,2022-09-18 12:44:44,2023-04-09 09:46:37
SIM018922,248002290812589,2022-10-12 17:38:42,2023-06-02 15:29:27
SIM018923,522554033757474,2020-09-03 20:40:42,
SIM018924,123234055312069,2024-09-24 23:21:55,
SIM018925,553560610307346,2019-02-19 04:29:21,
SIM018926,678394246633920,2022-04-21 15:35:30,
SIM018927,419454954118867,2019-10-31 09:16:37,
SIM018928,750806822081719,2018-10-30 01:42:13,2019-04-13 18:34:45
SIM018929,806628952257914,2018-09-06 04:23:14,2019-08-21 12:39:15
SIM018930,579580572204192,2019-08-28 13:59:14,2020-07-10 09:23:44
SIM018931,481925240759884,2020-02-17 19:48:33,2021-01-19 23:55:42
SIM018932,246784226904544,2024-07-11 13:11:34,
SIM018933,135393839628039,2018-06-09 04:35:12,
SIM018934,648913081790907,2019-07-18 04:51:04,
SIM018935,460683039851598,2024-04-28 21:24:39,
SIM018936,750689889899231,2022-10-01 00:49:48,2023-08-24 12:36:44
SIM018937,893334828055129,2020-11-22 09:07:37,2021-08-09 12:41:33
SIM018938,201383115838283,2020-09-16 18:49:59,
SIM018939,065796907230161,2021-01-21 17:58:48,2021-04-30 18:42:49
SIM018940,116625422501009,2021-09-07 23:53:38,2022-05-25 03:09:44
SIM018941,931058957532023,2018-03-29 07:38:28,2018-10-04 08:06:41
SIM018942,456385759370618,2023-01-16 02:40:25,2023-09-18 16:23:26
SIM018943,329884065978229,2024-07-13 16:17:52,
SIM018944,463776663477617,2022-12-04 22:40:33,2023-03-25 07:59:45
SIM018945,289774794589108,2024-04-07 08:56:56,2024-07-12 19:14:38
SIM018946,784287153097674,2024-03-27 11:54:29,
SIM018947,267680410956301,2022-09-02 13:43:33,2023-02-23 20:54:23
SIM018948,524575679994441,2021-04-29 11:08:40,2021-09-29 05:52:56
SIM018949,486484444392636,2021-07-16 00:49:12,
SIM018950,644996483584450,2020-06-30 14:03:48,
SIM018951,348001872557396,2022-02-03 08:17:31,2022-11-27 14:11:03
SIM018952,238972183379150,2023-09-14 07:59:25,
SIM018953,119450283962537,2020-10-20 03:52:00,2021-06-02 02:40:44
SIM018954,938309730472304,2019-04-28 13:00:57,2020-02-19 14:59:06
SIM018955,909159714666495,2023-12-26 19:44:04,2024-04-29 09:37:08
SIM018956,053839411574966,2018-04-27 20:09:42,
SIM018957,803032380502400,2021-03-31 11:13:00,
SIM018958,306537372348418,2022-01-10 16:15:31,2022-07-01 21:00:10
SIM018959,570697966439389,2023-04-17 04:15:07,
SIM018960,819011100521972,2020-11-14 23:52:33,
SIM018961,320936340601503,2022-03-15 16:34:37,2023-03-10 20:42:42
SIM018962,075451632368388,2018-09-04 00:11:55,2019-04-06 13:36:22
SIM018963,864311388710977,2022-06-19 03:34:56,2023-03-22 22:06:33
SIM018964,180175203746801,2020-04-19 22:29:59,2021-03-05 02:07:17
SIM018965,978458541644278,2018-05-20 02:26:55,2018-10-07 18:21:17
SIM018966,096653467440338,2018-06-30 11:52:45,
SIM018967,732102034235699,2019-06-11 15:34:56,
SIM018968,134884286165576,2022-12-15 18:07:17,
SIM018969,186316282395290,2024-10-25 05:27:59,
SIM018970,188212383718019,2018-10-04 07:21:24,2019-05-07 11:21:38
SIM018971,139466980416139,2023-09-05 18:33:08,2024-03-03 11:31:01
SIM018972,124566795554839,2018-04-17 03:59:15,
SIM018973,515721921946287,2022-11-13 08:52:22,
SIM018974,014110229191903,2019-03-19 16:02:58,
SIM018975,257339975117029,2023-06-12 21:13:03,2023-11-12 16:04:07
SIM018976,283318145975218,2024-10-14 20:47:56,
SIM018977,527728342398679,2018-06-12 20:38:28,
SIM018978,020124210754805,2020-06-01 21:05:04,
SIM018979,682352027041478,2021-08-17 00:46:44,
SIM018980,934542877645757,2021-01-07 02:42:33,
SIM018981,771998134391157,2023-10-25 12:35:06,
SIM018982,726523929440765,2021-11-05 18:04:49,
SIM018983,445832208982039,2024-07-24 18:16:48,
SIM018984,219141265539372,2018-04-21 14:37:06,2019-01-19 09:16:29
SIM018985,375015881324458,2023-11-25 16:24:54,
SIM018986,080188948971840,2022-06-18 02:34:24,2023-01-05 03:31:01
SIM018987,854994402677295,2021-04-30 18:20:21,
SIM018988,664457849001698,2023-02-23 15:49:34,2023-07-05 21:34:12
SIM018989,516640410461932,2024-11-11 13:34:52,
SIM018990,867152997540280,2019-04-09 10:29:22,2020-02-08 19:22:29
SIM018991,413575264251981,2024-08-04 04:58:38,2024-11-18 21:14:12
SIM018992,095170123160206,2022-12-03 12:56:47,
SIM018993,446466363951236,2019-10-03 07:57:51,
SIM018994,312725527260830,2018-12-26 23:25:00,
SIM018995,336088645173239,2024-05-06 14:25:26,2024-10-29 23:53:24
SIM018996,048244320733699,2020-10-16 10:55:16,2021-05-02 14:03:32
SIM018997,793784977858610,2018-11-21 03:38:31,2019-06-05 17:32:42
SIM018998,755255205995147,2020-12-08 16:24:28,2021-06-21 06:55:32
SIM018999,585452864092840,2018-11-20 08:34:35,
SIM019000,070688529628413,2024-05-13 17:59:52,
SIM019001,437344834228864,2020-05-08 09:24:29,2021-04-03 09:58:22
SIM019002,137446495706378,2021-06-28 04:57:21,2022-05-23 22:03:21
SIM019003,811940070232774,2020-11-14 19:57:02,
SIM019004,303214262793374,2022-12-04 06:48:38,
SIM019005,842990395748990,2021-06-11 02:14:35,
SIM019006,826439661678928,2018-10-13 11:35:28,2019-07-22 09:59:23
SIM019007,147031975943559,2020-04-15 23:49:31,2020-11-07 07:38:17
SIM019008,849136770083005,2018-10-27 14:03:24,
SIM019009,119579516526740,2020-07-03 23:41:57,
SIM019010,177742167755913,2023-07-16 02:56:49,
SIM019011,583369428550392,2022-12-28 12:11:35,2023-06-08 07:03:00
SIM019012,633242181023230,2022-07-24 17:12:25,2023-07-17 21:22:31
SIM019013,587556611759528,2024-08-24 13:01:23,
SIM019014,550014124802382,2021-04-06 04:08:13,2022-02-09 09:50:03
SIM019015,590240797100661,2020-09-18 14:20:26,2021-08-09 05:20:53
SIM019016,467543530001411,2024-01-03 19:44:41,2024-07-29 14:33:21
SIM019017,267676214532459,2020-10-22 18:20:48,
SIM019018,932300667771816,2021-03-30 01:25:01,
SIM019019,990147599561106,2024-05-20 07:22:09,
SIM019020,741526546666181,2024-06-07 02:23:56,
SIM019021,570830701721250,2018-09-16 16:41:11,2019-03-27 08:13:06
SIM019022,067498517854605,2023-12-24 18:57:14,
SIM019023,958643066735835,2018-09-04 14:41:06,2019-04-07 02:53:08
SIM019024,753512589984917,2023-03-20 11:31:29,
SIM019025,196043800859536,2022-12-24 14:35:50,
SIM019026,986488174325431,2022-01-21 12:01:04,2022-10-01 16:01:03
SIM019027,923745770760877,2022-05-28 07:01:30,2023-01-24 07:28:51
SIM019028,898031332408247,2022-06-05 06:26:33,
SIM019029,204923678436170,2021-01-09 02:56:43,2021-07-05 07:02:00
SIM019030,983142042017367,2020-03-18 11:14:25,2020-10-03 04:35:08
SIM019031,926416519222728,2018-06-03 06:31:12,2018-09-10 21:30:16
SIM019032,238726063645650,2021-03-05 13:47:49,
SIM019033,181500072477809,2024-06-15 13:06:15,
SIM019034,606689097027971,2020-08-10 03:58:48,
SIM019035,956276799892106,2019-03-15 11:08:11,2019-08-05 16:04:57
SIM019036,539228830579503,2020-11-28 01:24:20,2021-10-14 15:29:23
SIM019037,306616779047010,2021-09-30 14:43:37,
SIM019038,353463076954312,2018-07-02 03:04:44,2019-02-16 11:19:20
SIM019039,199489793281965,2018-08-28 21:40:36,
SIM019040,993057268194418,2023-04-28 13:46:14,2023-12-23 12:55:58
SIM019041,946003304432924,2024-05-27 22:26:43,
SIM019042,504691403493755,2024-01-03 11:00:29,
SIM019043,906446484741894,2024-03-30 12:39:38,2024-09-06 09:45:39
SIM019044,023235482831736,2019-11-14 02:50:24,2020-03-22 20:05:25
SIM019045,312819504354110,2018-06-09 22:58:40,2018-10-27 19:06:00
SIM019046,648954740248014,2024-02-18 23:51:34,
SIM019047,862981526274090,2019-08-31 11:50:59,
SIM019048,702208419961046,2019-01-14 02:49:52,
SIM019049,448456556135722,2019-04-08 21:30:04,2019-11-16 20:31:47
SIM019050,157141712821504,2020-06-13 02:48:45,2020-09-21 07:48:30
SIM019051,063447669109485,2019-09-12 21:51:17,
SIM019052,746946737872980,2020-05-14 10:38:14,
SIM019053,764394578917182,2023-03-01 05:19:46,2023-10-25 23:04:55
SIM019054,283572393127828,2021-05-03 01:19:41,2021-09-28 20:10:38
SIM019055,694977697670920,2018-05-13 15:53:14,
SIM019056,767211265694107,2018-12-11 23:41:04,
SIM019057,259764092274424,2022-03-12 02:55:43,
SIM019058,969864774819075,2023-12-19 08:25:46,
SIM019059,517740688888427,2019-07-30 00:54:01,
SIM019060,127619048073489,2022-10-03 16:06:45,2023-05-28 13:54:28
SIM019061,055049063531824,2018-05-29 16:32:31,
SIM019062,236973516999920,2023-02-25 21:34:24,2023-06-27 21:35:04
SIM019063,994639194658189,2024-06-25 15:09:30,
SIM019064,721492228834363,2024-10-25 03:54:16,
SIM019065,811470422064064,2022-04-04 12:05:37,2022-11-19 23:35:00
SIM019066,822085089350148,2018-07-29 06:24:14,2019-03-07 19:35:23
SIM019067,622496255125388,2019-01-25 13:44:16,2019-06-01 14:00:46
SIM019068,561746490892282,2020-11-22 20:20:28,2021-04-26 17:28:07
SIM019069,454135263321780,2024-06-28 10:10:24,
SIM019070,692199186978536,2021-08-02 06:37:12,
SIM019071,854770670654515,2023-05-02 14:58:48,2024-04-11 12:10:52
SIM019072,898165456241387,2018-07-29 01:07:43,
SIM019073,028352411732866,2024-11-30 17:54:56,
SIM019074,651767496904849,2022-07-06 09:57:50,
SIM019075,736732826245855,2020-07-26 04:11:46,
SIM019076,983015644519599,2024-04-10 13:02:52,2024-11-19 20:31:31
SIM019077,429172756905505,2020-01-02 02:08:06,2020-10-10 21:03:28
SIM019078,679040050506089,2021-05-20 14:56:50,2021-09-24 16:09:56
SIM019079,436285057123772,2022-08-05 19:06:21,
SIM019080,996545640099621,2021-04-08 09:10:57,
SIM019081,337910696566097,2024-03-14 05:44:33,
SIM019082,299084590447179,2020-07-24 03:13:45,
SIM019083,665972797858829,2021-08-02 14:25:33,
SIM019084,496214965988896,2022-10-12 23:16:07,2023-07-29 15:58:06
SIM019085,463118010728330,2021-02-11 08:02:35,
SIM019086,093745669244192,2023-04-13 02:33:15,
SIM019087,869197605254796,2018-06-10 20:07:07,2019-06-10 09:27:35
SIM019088,439255502638695,2019-01-27 13:51:07,2019-09-12 08:43:36
SIM019089,457065472131908,2022-10-10 01:41:29,2023-03-28 13:33:34
SIM019090,936592639237125,2019-01-08 10:34:20,2019-10-12 08:04:03
SIM019091,918667430653266,2019-04-12 07:42:09,2020-03-14 19:15:45
SIM019092,429654959074473,2018-09-16 11:05:30,
SIM019093,259110322200416,2020-02-27 05:28:10,
SIM019094,182781233588231,2022-04-23 12:56:53,2022-08-26 07:52:24
SIM019095,050667628257962,2024-02-16 10:17:11,
SIM019096,268979557688080,2018-07-14 22:30:32,
SIM019097,042241303564427,2021-06-15 09:34:39,2022-04-22 15:58:56
SIM019098,713114693457662,2023-08-03 00:42:46,
SIM019099,536344826163768,2020-07-20 10:32:31,
SIM019100,474027560857959,2022-05-05 14:43:49,
SIM019101,430489152951766,2023-04-01 03:02:59,
SIM019102,241070939323692,2021-02-02 23:13:21,2021-10-06 15:40:05
SIM019103,147443979528707,2022-09-23 03:06:40,2023-06-25 07:14:05
SIM019104,430590746572859,2019-06-16 00:17:57,2019-12-25 11:12:43
SIM019105,049572936636805,2022-01-04 03:14:22,2022-06-02 04:46:10
SIM019106,929251355008845,2021-11-02 06:27:38,
SIM019107,639489855228605,2018-12-02 22:24:02,2019-10-06 18:26:26
SIM019108,038253831032362,2024-01-18 18:39:49,
SIM019109,564132313355914,2018-03-30 03:52:00,2018-09-17 07:56:08
SIM019110,062505443782943,2020-09-25 21:04:20,
SIM019111,021688486982829,2022-07-04 21:48:55,
SIM019112,380126449133996,2023-05-28 03:52:10,
SIM019113,263717655890716,2020-01-16 14:06:13,2020-12-06 21:00:16
SIM019114,982336264345046,2019-10-13 06:04:19,
SIM019115,900335806681263,2019-06-13 14:39:42,
SIM019116,577271572411251,2023-09-09 10:55:57,2024-09-01 15:33:28
SIM019117,187546971262421,2019-03-22 17:17:41,
SIM019118,421649528072384,2019-07-02 17:04:17,2019-12-14 03:26:57
SIM019119,730973658416133,2024-05-18 05:39:23,2024-09-05 17:55:02
SIM019120,705098197875520,2022-05-19 22:11:33,2023-02-09 03:39:45
SIM019121,387106284013483,2023-03-27 16:56:40,
SIM019122,990431291356408,2020-09-02 06:16:31,
SIM019123,828081322384778,2020-01-28 19:24:59,
SIM019124,730665849913898,2023-01-09 22:45:46,2023-11-20 23:38:28
SIM019125,356729229144188,2018-09-07 18:36:36,
SIM019126,300538056809215,2022-07-05 03:39:49,
SIM019127,673555571495728,2024-06-21 15:23:31,
SIM019128,771408946263778,2023-07-08 05:13:41,2024-04-02 13:12:39
SIM019129,336406040308833,2019-06-25 03:43:02,2019-12-01 20:19:41
SIM019130,440278446037318,2020-05-23 16:51:32,
SIM019131,626182389516364,2022-10-01 06:56:35,
SIM019132,286636408629281,2023-05-06 05:14:39,
SIM019133,935607045563963,2021-06-05 20:42:03,2022-05-29 16:40:13
SIM019134,209230240574775,2020-02-26 23:39:03,
SIM019135,915498079364770,2021-01-29 23:43:34,
SIM019136,121465555040301,2020-08-10 11:50:22,2021-05-14 05:05:31
SIM019137,411775003663843,2024-10-22 04:30:26,
SIM019138,200033075998619,2019-01-22 16:43:23,2019-12-22 09:08:37
SIM019139,469751223571381,2022-05-12 13:47:28,
SIM019140,406431148396668,2020-05-07 03:46:29,2020-10-27 17:54:11
SIM019141,090791616959375,2021-01-25 08:15:45,2021-05-15 21:18:43
SIM019142,244516278829949,2021-09-19 14:38:49,2022-05-15 18:31:00
SIM019143,683670848540323,2019-06-25 16:34:25,2020-04-09 21:37:01
SIM019144,144993318551763,2019-04-06 08:17:14,
SIM019145,772111249955767,2022-03-26 20:19:17,2022-08-26 02:05:59
SIM019146,259009715502802,2021-02-07 02:50:07,2021-11-16 16:40:19
SIM019147,598918477350028,2024-05-16 23:09:49,
SIM019148,648145219332301,2023-11-24 19:56:35,
SIM019149,867546303030112,2022-06-15 13:59:38,
SIM019150,314031131635601,2020-10-22 14:11:05,
SIM019151,690778337635588,2021-08-13 07:22:31,2022-05-26 05:44:50
SIM019152,628534768816740,2022-08-10 19:51:12,2023-01-01 22:37:56
SIM019153,733595461091733,2021-08-07 15:53:35,
SIM019154,164579332944010,2023-04-03 04:53:22,2023-07-17 05:17:48
SIM019155,496530133442594,2022-06-12 00:11:43,2023-01-26 22:03:58
