IMEI_no,Device_brand,Device_type,Device_model,Device_status,Registration_date
091871307162909,Motorola,smartphone,Moto G62,active,2018-07-14 23:31:10
608692569640049,Xiaomi,smartphone,Redmi Note 12,active,2018-09-01 14:09:06
684878365569135,Apple,smartphone,iPhone 13 Mini,active,2019-04-09 20:09:06
784043612621143,Apple,smartphone,iPhone 13,blocked,2022-01-24 07:03:25
958912470479806,Xiaomi,smartphone,Redmi 9,active,2020-02-29 20:00:54
305487870172593,OnePlus,smartphone,OnePlus 11R,inactive,2019-04-04 22:22:04
454174340856898,Google,smartphone,Pixel 8,lost,2024-05-09 00:28:48
078502540697645,Xiaomi,smartphone,Redmi 10,active,2024-04-02 03:19:07
370881823627278,Realme,smartphone,Realme Narzo 50,active,2018-08-16 02:31:47
977956271158992,Oppo,smartphone,Oppo A58,lost,2022-10-04 17:17:43
647280613169257,Vivo,smartphone,Vivo V27,inactive,2021-06-17 10:02:33
712810063783886,Realme,smartphone,Realme Narzo 60,active,2018-11-16 21:52:21
098113748816293,Xiaomi,smartphone,Poco C55,blocked,2018-09-03 05:12:51
838413274946324,Realme,smartphone,Realme GT 5,active,2022-10-05 23:21:15
634712370904704,Xiaomi,smartphone,Redmi 12,active,2024-08-10 20:48:01
133159376499885,Vivo,smartphone,Vivo Y56,lost,2018-05-10 03:50:26
879774130736622,Xiaomi,smartphone,Poco C55,active,2020-01-13 23:20:19
494413240427183,Samsung,smartphone,Galaxy A14,active,2024-10-07 11:13:09
651342255016740,Xiaomi,smartphone,Poco M5,active,2020-01-07 13:49:26
845651505890118,Apple,smartphone,iPhone 13,active,2024-11-11 06:45:34
246327072426108,Realme,smartphone,Realme 11 Pro,active,2021-12-08 07:25:27
824433874620419,Vivo,smartphone,Vivo X90,active,2024-09-11 23:54:37
257729129710068,Samsung,smartphone,Galaxy S23,active,2018-05-15 02:51:13
720265973048871,Motorola,smartphone,Moto G73,active,2020-07-29 19:14:51
774474877604632,Samsung,smartphone,Galaxy S23,active,2022-02-17 20:18:49
425044232691144,Motorola,smartphone,Moto G84,active,2020-08-15 00:47:22
675465661419813,Xiaomi,smartphone,Redmi Note 12,active,2019-05-03 15:42:29
490136189980354,Realme,smartphone,Realme C33,active,2024-11-08 15:53:56
589014681488273,Vivo,smartphone,Vivo T2,active,2024-08-19 16:37:26
864048627479407,Realme,smartphone,Realme GT Neo 5,active,2019-03-24 22:24:58
750248307158653,OnePlus,smartphone,OnePlus 10T,active,2021-01-02 03:20:30
352470168234223,Xiaomi,smartphone,Mi 11X,blocked,2023-04-25 10:10:57
426471620076966,Apple,smartphone,iPhone 14,active,2019-12-29 14:20:54
727109358551487,Motorola,smartphone,Moto E13,active,2019-09-05 22:32:13
819087569160562,Apple,smartphone,iPhone 15,active,2019-08-07 13:12:31
443609548837022,Samsung,smartphone,Galaxy A14,active,2023-10-24 00:54:50
792002997362697,OnePlus,smartphone,OnePlus 9RT,active,2018-02-21 05:50:49
750869343787986,Samsung,smartphone,Galaxy A34,active,2021-10-14 04:56:29
855043009258248,Samsung,smartphone,Galaxy A73,blocked,2024-03-17 09:25:18
071297513360964,Samsung,smartphone,Galaxy M54,active,2018-08-27 21:07:11
021527962583612,Xiaomi,smartphone,Poco F5,active,2018-09-09 12:49:39
759242668968085,Apple,smartphone,iPhone 14 Pro,active,2018-11-20 11:35:22
560681575192847,Apple,smartphone,iPhone 15,active,2021-01-05 09:43:20
356990690279689,Google,smartphone,Pixel 6 Pro,active,2024-11-27 20:16:04
640752893019910,Motorola,smartphone,Moto G42,active,2018-10-25 06:24:51
152349369420411,Samsung,smartphone,Galaxy F54,active,2021-02-02 02:34:56
470462038569768,Realme,smartphone,Realme C55,active,2022-02-23 20:09:37
673561511176009,Apple,smartphone,iPhone 13,active,2021-01-27 21:12:45
590758852448062,Xiaomi,smartphone,Poco M5,active,2018-10-10 15:56:29
761712628233076,Realme,smartphone,Realme Narzo 60,inactive,2023-05-12 20:33:14
054692376109601,Samsung,smartphone,Galaxy S22,active,2021-05-23 05:57:45
123659313035279,OnePlus,smartphone,OnePlus 9RT,active,2018-05-06 22:00:58
391602376126446,Motorola,smartphone,Moto G32,active,2019-06-27 02:04:19
798184468094496,Samsung,smartphone,Galaxy A73,active,2020-09-07 10:58:03
013548048792753,Xiaomi,smartphone,Poco F5,active,2018-03-08 11:15:36
449450992220417,Samsung,smartphone,Galaxy S22,active,2023-05-12 20:41:32
399754004885578,Realme,smartphone,Realme Narzo 60,active,2023-02-28 03:01:32
709466335805769,Xiaomi,smartphone,Mi 11X,inactive,2018-09-26 03:59:23
361902703835755,OnePlus,smartphone,OnePlus 9RT,active,2018-08-20 09:17:22
885360502145429,Apple,smartphone,iPhone 11,active,2022-09-04 06:23:19
239255940963026,Apple,smartphone,iPhone 14,active,2023-10-22 21:35:18
889604327197809,Apple,smartphone,iPhone 13 Mini,blocked,2024-09-08 15:19:10
633634782803709,Oppo,smartphone,Oppo Find X6,active,2021-09-21 02:49:33
502530681833317,OnePlus,smartphone,OnePlus Open,active,2020-03-01 17:15:57
457928843479738,Xiaomi,smartphone,Redmi Note 12,active,2021-02-20 12:50:03
839557661333746,Google,smartphone,Pixel 7,active,2020-03-08 08:48:33
146788246746098,Samsung,smartphone,Galaxy A34,active,2020-11-25 23:46:14
360108036677791,Samsung,smartphone,Galaxy M54,active,2018-03-01 12:54:37
152175870126192,Xiaomi,smartphone,Poco X5,inactive,2018-06-07 02:34:33
633600315679353,Apple,smartphone,iPhone 11,active,2023-10-31 08:40:04
239123438439928,Vivo,smartphone,Vivo V29,active,2024-11-23 22:36:29
038338161534856,Realme,smartphone,Realme GT 5,active,2021-10-17 11:15:19
849600122937219,Samsung,smartphone,Galaxy F54,active,2023-04-09 05:56:42
626660552448290,Xiaomi,smartphone,Redmi Note 12,active,2022-03-08 06:02:39
047387424382237,Samsung,smartphone,Galaxy M54,active,2019-03-24 21:37:35
696422229579751,Apple,smartphone,iPhone 11,inactive,2021-07-08 13:34:36
659509555456742,Motorola,smartphone,Moto G32,active,2018-12-12 04:19:58
753216523377117,Xiaomi,smartphone,Poco F5,active,2019-11-03 13:37:20
810859709131814,Xiaomi,smartphone,Redmi 9,lost,2023-04-15 16:14:39
635678339176255,Samsung,smartphone,Galaxy F54,inactive,2021-09-12 10:26:45
210876339846355,Realme,smartphone,Realme 11 Pro,active,2023-06-05 11:24:02
966265354708133,Realme,smartphone,Realme C30,lost,2021-05-05 10:23:17
470399623846626,OnePlus,smartphone,OnePlus 10T,active,2019-06-29 22:49:34
262621594223446,Samsung,smartphone,Galaxy Note 20,active,2023-08-15 10:34:54
964236331982647,Xiaomi,smartphone,Redmi 12,active,2018-06-05 02:58:22
491630512160009,Google,smartphone,Pixel 6 Pro,active,2020-09-16 08:03:39
196908757837637,Samsung,smartphone,Galaxy S22,active,2024-08-01 04:06:41
619636946218519,Oppo,smartphone,Oppo Find X6,active,2022-12-27 02:12:28
781684283818681,Apple,smartphone,iPhone XR,active,2022-10-25 20:20:43
079122103795142,Samsung,smartphone,Galaxy A54,inactive,2021-06-25 07:08:07
779515750567789,OnePlus,smartphone,OnePlus 10T,active,2022-07-22 14:19:49
924875164018533,Xiaomi,smartphone,Redmi 10,active,2024-07-23 04:28:32
146347227743727,Vivo,smartphone,Vivo Y22,active,2020-09-17 15:54:15
565031334940029,Apple,smartphone,iPhone 14 Pro,active,2023-06-27 12:47:54
751037765859167,Realme,smartphone,Realme C33,inactive,2022-10-26 05:51:03
289611726144944,Oppo,smartphone,Oppo Reno 8,active,2019-06-20 17:04:00
149958955648750,Oppo,smartphone,Oppo A78,active,2018-08-11 17:46:59
095460046561178,Apple,smartphone,iPhone 13 Mini,active,2024-12-08 04:03:01
039032009332484,Apple,smartphone,iPhone 13,inactive,2022-01-10 08:50:26
507128505524211,Oppo,smartphone,Oppo A96,active,2019-01-30 15:04:40
463639820590845,Samsung,smartphone,Galaxy A34,active,2023-04-26 19:02:11
879265348495271,Apple,smartphone,iPhone 14 Pro,active,2021-08-23 01:42:13
560805068831609,OnePlus,smartphone,OnePlus 9RT,inactive,2019-01-01 17:55:21
741401884635095,Oppo,smartphone,Oppo Reno 8,active,2023-11-15 12:20:15
563000517431198,Xiaomi,smartphone,Poco X5,active,2021-09-01 10:37:21
266916240634364,Google,smartphone,Pixel 5a,active,2021-02-13 22:08:03
220686835761263,Apple,smartphone,iPhone 12,active,2018-05-30 18:56:17
481354225980724,Xiaomi,smartphone,Redmi 9,active,2022-09-14 16:37:10
389718962631446,Apple,smartphone,iPhone 13,active,2023-12-12 14:02:56
303425859644667,Samsung,smartphone,Galaxy F54,active,2021-05-27 10:21:53
403011679424878,Google,smartphone,Pixel 5a,active,2021-02-09 11:32:10
817651289383470,Samsung,smartphone,Galaxy F54,active,2022-01-05 08:48:07
630325059906940,Realme,smartphone,Realme Narzo 60,active,2021-06-13 22:53:15
575672931379757,Apple,smartphone,iPhone XR,lost,2023-04-28 18:29:50
150457927817357,Apple,smartphone,iPhone 14 Pro,active,2023-09-16 19:50:15
209264981555268,Oppo,smartphone,Oppo Reno 10,active,2021-02-27 01:47:43
120780304630480,Motorola,smartphone,Moto Edge 40,inactive,2023-09-23 17:29:40
760142242185922,Samsung,smartphone,Galaxy S23,active,2018-08-20 20:43:41
827217502114735,Samsung,smartphone,Galaxy F54,active,2023-01-23 17:32:01
136950138891976,OnePlus,smartphone,OnePlus Nord 3,active,2020-01-18 11:32:06
669182027943924,Motorola,smartphone,Moto G54,active,2024-06-24 03:31:24
632931778595220,Samsung,smartphone,Galaxy S23,active,2019-02-25 02:46:05
166822790806196,Xiaomi,smartphone,Poco F5,active,2021-01-31 10:25:16
957778688023015,Samsung,smartphone,Galaxy A73,inactive,2021-04-24 15:03:12
474572428733495,Apple,smartphone,iPhone 14,active,2019-04-17 07:07:10
251105076113169,Realme,smartphone,Realme C30,active,2023-05-11 07:07:45
557955145583342,Vivo,smartphone,Vivo Y56,active,2018-10-11 00:17:41
826287302362317,Vivo,smartphone,Vivo V27,active,2021-09-03 18:19:02
585055626852764,OnePlus,smartphone,OnePlus Nord 2T,active,2021-04-17 11:14:40
530848578380230,Samsung,smartphone,Galaxy A54,active,2019-12-05 17:46:56
777683246246162,Xiaomi,smartphone,Redmi 9,active,2019-07-19 17:14:31
350223203820650,Motorola,smartphone,Moto G54,active,2018-10-29 11:08:16
686139755593841,OnePlus,smartphone,OnePlus Nord CE 3,active,2021-12-17 18:45:07
111013069393313,Samsung,smartphone,Galaxy A73,active,2019-01-21 19:48:46
362228924519933,Oppo,smartphone,Oppo Reno 10,active,2024-11-22 16:11:12
444352712103322,Samsung,smartphone,Galaxy A34,active,2024-12-12 22:33:43
811654045253455,Samsung,smartphone,Galaxy A54,active,2020-08-01 05:50:54
981282626432484,Xiaomi,smartphone,Poco M5,active,2022-05-01 01:00:15
132623181132445,Oppo,smartphone,Oppo Reno 10,active,2019-08-06 12:35:35
741089827865600,Samsung,smartphone,Galaxy S21 FE,lost,2023-06-17 04:15:41
595750733149599,Vivo,smartphone,Vivo V29,inactive,2018-01-21 05:15:13
587950335461302,Samsung,smartphone,Galaxy S23,active,2020-02-17 12:38:57
013399482479576,Xiaomi,smartphone,Poco F5,active,2020-10-28 07:52:28
816434673181732,Samsung,smartphone,Galaxy A34,active,2023-11-22 20:44:29
283887768645101,Apple,smartphone,iPhone 14 Pro,inactive,2023-06-17 03:38:41
395750873542387,Samsung,smartphone,Galaxy Note 20,active,2024-12-26 14:33:41
339834506581089,Samsung,smartphone,Galaxy A54,active,2019-09-24 02:42:26
763287055423554,Apple,smartphone,iPhone 14 Pro,active,2021-11-03 23:20:30
708965793787714,OnePlus,smartphone,OnePlus Nord 3,blocked,2023-12-20 09:06:35
451618556347379,Vivo,smartphone,Vivo T2,active,2022-08-24 02:24:30
929623570069891,Motorola,smartphone,Moto G54,active,2021-04-09 10:49:44
181321110530051,Samsung,smartphone,Galaxy M54,lost,2019-09-29 07:38:44
840862765990042,Xiaomi,smartphone,Redmi 9,active,2019-12-12 20:40:11
110656059279772,Apple,smartphone,iPhone 11,lost,2022-04-02 04:17:02
269454856574539,Xiaomi,smartphone,Poco C55,active,2021-08-05 14:17:58
441139870528508,Xiaomi,smartphone,Redmi Note 13,active,2018-03-03 14:39:19
923252180078595,Samsung,smartphone,Galaxy A14,active,2022-09-14 10:35:24
453313081851520,Xiaomi,smartphone,Mi 11X,active,2019-09-12 14:00:11
923630311941013,Vivo,smartphone,Vivo Y56,active,2021-04-20 00:07:48
853364382572011,Google,smartphone,Pixel 8,active,2018-12-29 09:26:07
957931738683987,Apple,smartphone,iPhone 14,active,2023-03-16 23:54:56
318089402311789,Apple,smartphone,iPhone 15 Pro,active,2020-11-24 17:56:47
353609158886147,OnePlus,smartphone,OnePlus Nord 3,active,2018-04-08 21:49:48
731952153410009,Samsung,smartphone,Galaxy A34,active,2024-08-12 04:30:33
216575878498522,Samsung,smartphone,Galaxy S22,active,2021-09-23 07:14:45
616409830484844,Motorola,smartphone,Moto G52,active,2024-03-02 03:05:01
006103232341028,Vivo,smartphone,Vivo T1 Pro,active,2019-12-21 20:13:36
276779662870205,Xiaomi,smartphone,Redmi Note 12,active,2020-12-03 19:08:46
668923232227004,Oppo,smartphone,Oppo F21 Pro,active,2018-01-04 19:54:57
413331473696138,Xiaomi,smartphone,Poco F5,active,2022-12-29 18:07:31
021457821948730,Apple,smartphone,iPhone 14 Pro,active,2022-07-15 03:27:00
774235875337042,Google,smartphone,Pixel Fold,blocked,2020-12-02 15:30:27
028898761052796,Apple,smartphone,iPhone 13 Mini,active,2020-01-15 23:38:28
729513010987091,Motorola,smartphone,Moto G54,active,2019-09-08 08:55:38
397644424884050,Vivo,smartphone,Vivo Y22,active,2020-01-27 08:01:26
535426514841772,Oppo,smartphone,Oppo A96,active,2018-06-08 04:33:48
823301434964952,OnePlus,smartphone,OnePlus 11R,active,2022-09-19 06:53:23
124260183012897,Motorola,smartphone,Moto Edge 30 Pro,active,2022-12-13 12:35:39
063947216783786,Oppo,smartphone,Oppo A58,active,2023-07-20 16:57:03
254188589499347,Apple,smartphone,iPhone 14,active,2023-11-14 19:02:15
571959921902141,Samsung,smartphone,Galaxy F54,active,2021-07-05 21:23:30
400339376395591,Xiaomi,smartphone,Poco F5,active,2023-03-30 05:35:51
545750278453091,Vivo,smartphone,Vivo V27,lost,2018-03-27 13:00:05
961265970520543,Samsung,smartphone,Galaxy F54,active,2024-05-07 21:27:29
965745414836686,Samsung,smartphone,Galaxy M54,active,2018-04-03 21:46:51
549357903013381,Samsung,smartphone,Galaxy A54,active,2020-11-17 13:53:37
129607656672199,Vivo,smartphone,Vivo Y22,active,2019-10-24 02:27:34
401541671912993,Xiaomi,smartphone,Poco X5,active,2022-05-25 08:59:18
018782566346964,Samsung,smartphone,Galaxy A14,active,2022-10-09 06:14:18
915870433357696,Xiaomi,smartphone,Redmi 9,blocked,2022-08-14 02:16:02
156156306192485,Apple,smartphone,iPhone SE 2022,active,2021-10-12 11:19:10
221902029332526,Xiaomi,smartphone,Redmi Note 12,active,2019-01-03 23:44:16
630930207446574,Samsung,smartphone,Galaxy A73,active,2024-06-11 15:37:03
070203213596766,Samsung,smartphone,Galaxy M54,active,2024-12-19 05:37:01
742943555588279,Motorola,smartphone,Moto G84,active,2021-12-27 22:22:52
220386448681032,Samsung,smartphone,Galaxy A34,active,2023-04-28 01:14:11
748575829225322,Xiaomi,smartphone,Redmi Note 13,active,2023-06-20 13:34:55
322839956225043,Xiaomi,smartphone,Poco X5,active,2024-12-11 10:12:10
997689844548309,Samsung,smartphone,Galaxy A73,active,2023-11-01 14:05:48
368629569012896,Samsung,smartphone,Galaxy Note 20,active,2023-12-13 08:57:08
445250975571989,Samsung,smartphone,Galaxy M54,active,2024-02-22 02:26:11
305691215477951,Xiaomi,smartphone,Mi 11X,active,2024-04-22 04:24:15
297607614407710,Xiaomi,smartphone,Poco F5,active,2019-06-21 17:53:00
335640380105319,Vivo,smartphone,Vivo X90,inactive,2022-09-09 03:30:53
031419573651160,Vivo,smartphone,Vivo V29,active,2018-06-12 07:23:57
795478063271678,Vivo,smartphone,Vivo V29,active,2023-03-22 01:16:36
771860550358427,Samsung,smartphone,Galaxy S22,active,2019-04-05 08:46:45
346732021970763,Samsung,smartphone,Galaxy M54,active,2022-04-28 14:01:17
246630411116819,OnePlus,smartphone,OnePlus Nord CE 3,active,2019-07-07 20:32:38
658999630528292,OnePlus,smartphone,OnePlus 10 Pro,active,2019-04-26 12:57:31
854353359490000,Apple,smartphone,iPhone 12,inactive,2018-03-29 08:09:15
930321372724277,OnePlus,smartphone,OnePlus 10T,active,2022-10-11 14:07:38
269308916653105,Xiaomi,smartphone,Poco X5,active,2020-10-03 00:28:41
472852558551901,Samsung,smartphone,Galaxy S22,active,2020-12-30 07:14:24
409834723816612,Samsung,smartphone,Galaxy A14,active,2023-03-26 21:03:25
993468372760558,Samsung,smartphone,Galaxy M54,active,2022-02-27 04:18:43
537254448357433,OnePlus,smartphone,OnePlus 10T,active,2024-06-27 02:26:11
788333329351006,Oppo,smartphone,Oppo Find X6,active,2024-06-11 14:39:41
555640239902315,Samsung,smartphone,Galaxy A73,active,2023-06-06 12:22:57
426027780701620,Xiaomi,smartphone,Poco M5,lost,2020-01-26 12:15:54
030130102765535,Xiaomi,smartphone,Poco F5,inactive,2019-10-28 10:05:26
268825066377217,Motorola,smartphone,Moto Edge 30 Pro,active,2019-11-30 10:03:43
892246258776901,Apple,smartphone,iPhone 12,inactive,2018-10-05 06:33:05
217408455170641,Samsung,smartphone,Galaxy F54,active,2019-12-29 22:32:43
975174633022611,Vivo,smartphone,Vivo X90,active,2018-08-12 04:04:55
328776001528017,Samsung,smartphone,Galaxy S21 FE,active,2019-08-21 20:03:59
821969009159847,Apple,smartphone,iPhone 13 Mini,inactive,2023-07-11 04:37:35
088920263237537,Realme,smartphone,Realme 10 Pro,inactive,2024-11-17 02:37:38
698369399015942,Xiaomi,smartphone,Poco M5,active,2019-02-21 04:18:36
901058586376264,Xiaomi,smartphone,Redmi 12,active,2018-12-07 12:33:16
891310438245898,Xiaomi,smartphone,Redmi Note 12,lost,2020-03-17 17:52:19
542349642307572,Apple,smartphone,iPhone 12,active,2019-11-25 07:02:37
789026930117747,Apple,smartphone,iPhone 14,active,2023-09-26 13:06:54
701693351505645,OnePlus,smartphone,OnePlus Nord CE 3,active,2020-03-26 10:41:45
658732017804011,Samsung,smartphone,Galaxy M54,inactive,2018-05-17 01:57:59
632142503751245,Google,smartphone,Pixel 6a,active,2023-11-22 13:54:55
826922902538653,Xiaomi,smartphone,Poco X5,active,2023-07-02 15:00:52
719502406029086,Google,smartphone,Pixel 4a,active,2019-08-17 21:49:34
514824078186612,Apple,smartphone,iPhone SE 2022,lost,2023-11-02 01:28:57
250039099617174,Vivo,smartphone,Vivo V29,active,2022-08-08 07:34:44
008773430985943,Xiaomi,smartphone,Poco X5,active,2024-11-17 09:06:48
361920865516391,Google,smartphone,Pixel 8,inactive,2019-09-23 13:07:43
615796966209157,Xiaomi,smartphone,Poco M5,active,2020-07-21 09:43:17
183906018276605,Samsung,smartphone,Galaxy M54,inactive,2019-08-17 11:10:55
530223969472306,Samsung,smartphone,Galaxy Note 20,active,2019-07-19 08:22:45
820741705714006,Motorola,smartphone,Moto G52,active,2019-08-19 07:10:55
612798229184074,Realme,smartphone,Realme 10 Pro,active,2023-06-20 15:18:36
538686728246340,Xiaomi,smartphone,Redmi Note 12,active,2018-08-09 15:43:21
444025905207725,OnePlus,smartphone,OnePlus Nord CE2 Lite,lost,2022-05-25 18:08:52
787200433056239,Xiaomi,smartphone,Redmi 9,active,2024-03-05 17:46:33
000036463204681,Xiaomi,smartphone,Poco F5,active,2022-06-19 16:49:59
376791620786002,Samsung,smartphone,Galaxy A73,active,2020-11-14 09:13:46
685702122335962,OnePlus,smartphone,OnePlus 10 Pro,active,2020-07-04 11:50:02
649251761221091,Motorola,smartphone,Moto Edge 30 Pro,active,2021-04-09 06:18:10
838560748901090,Xiaomi,smartphone,Redmi 9,inactive,2022-06-21 16:03:53
277726292996836,Samsung,smartphone,Galaxy A73,active,2021-08-18 12:03:15
196644666973205,Samsung,smartphone,Galaxy A34,active,2022-09-05 20:56:00
691957455469009,Realme,smartphone,Realme Narzo 50,active,2018-12-20 01:42:10
867754640756330,Samsung,smartphone,Galaxy A34,active,2018-09-30 22:28:33
480293512198408,Apple,smartphone,iPhone 14,active,2024-05-25 13:57:01
916768207408730,Xiaomi,smartphone,Poco X5,active,2022-07-18 01:13:30
451585605140185,Apple,smartphone,iPhone 14 Pro,active,2021-12-30 08:48:23
111294411873879,Xiaomi,smartphone,Mi 11X,active,2022-10-19 03:38:00
614976204458058,Realme,smartphone,Realme GT Neo 5,inactive,2021-07-03 16:48:32
152936649905240,Realme,smartphone,Realme Narzo 60,active,2024-01-16 11:47:35
854389546782882,Samsung,smartphone,Galaxy A54,active,2019-06-11 16:13:46
193896597925481,Samsung,smartphone,Galaxy M54,inactive,2021-11-08 19:04:30
886919465212699,Xiaomi,smartphone,Redmi 12,active,2020-07-24 07:58:32
894559401875913,Samsung,smartphone,Galaxy A73,active,2023-12-17 12:36:09
412569942523261,OnePlus,smartphone,OnePlus Nord CE 3,active,2020-04-03 15:29:49
057877787834246,Realme,smartphone,Realme C33,active,2020-01-18 14:24:46
559436482194531,Motorola,smartphone,Moto G84,active,2022-09-08 01:47:08
224805524022444,OnePlus,smartphone,OnePlus 10T,active,2022-06-10 11:49:17
433389355108423,Xiaomi,smartphone,Poco M5,inactive,2019-05-30 19:25:36
577805628219232,Apple,smartphone,iPhone 15,active,2018-01-09 10:55:43
538859109514704,Apple,smartphone,iPhone 15,inactive,2023-11-20 06:23:32
680994350246992,OnePlus,smartphone,OnePlus Open,active,2023-01-22 08:02:07
746359189599236,Xiaomi,smartphone,Mi 11X,active,2022-06-12 06:40:00
920457248439806,Samsung,smartphone,Galaxy A14,active,2021-07-26 19:28:31
160438086466723,Xiaomi,smartphone,Poco X5,inactive,2023-10-16 17:31:20
181651972492158,Xiaomi,smartphone,Poco F5,active,2019-05-16 16:25:23
144125055971103,Realme,smartphone,Realme 9 Pro,active,2021-08-21 02:05:18
750187364104108,Motorola,smartphone,Moto G73,active,2020-01-05 03:58:28
626953722163163,Oppo,smartphone,Oppo Find X6,active,2024-11-06 00:11:52
187941319384962,Xiaomi,smartphone,Poco C55,active,2023-11-02 00:17:45
797750930676353,Samsung,smartphone,Galaxy A34,active,2021-06-30 13:08:53
052326318894664,Xiaomi,smartphone,Mi 11X,active,2024-04-17 04:40:18
399430572669042,Oppo,smartphone,Oppo A17,active,2023-06-03 16:55:46
394617467462184,Samsung,smartphone,Galaxy S22,active,2021-10-09 07:09:07
403952161967540,OnePlus,smartphone,OnePlus Open,active,2021-02-02 12:51:32
152584865703018,Oppo,smartphone,Oppo F21 Pro,active,2021-06-08 04:12:01
589543141380106,Xiaomi,smartphone,Mi 11X,active,2022-12-28 17:42:25
024552029392454,Vivo,smartphone,Vivo Y22,inactive,2024-04-27 12:52:30
465547694988724,Motorola,smartphone,Moto G54,active,2021-04-20 09:34:13
103751269696600,Realme,smartphone,Realme C30,blocked,2021-09-26 05:00:07
058190627737062,Samsung,smartphone,Galaxy A14,active,2022-05-14 10:13:34
978462035663164,Apple,smartphone,iPhone SE 2022,active,2020-11-20 02:51:42
440665484370547,Vivo,smartphone,Vivo Y56,active,2024-02-22 09:11:46
310530518814456,Xiaomi,smartphone,Poco F5,active,2021-08-12 22:51:02
566808791098984,Samsung,smartphone,Galaxy S23,lost,2020-11-17 09:03:35
114599768483040,Realme,smartphone,Realme C30,active,2021-01-19 19:49:54
289928422696708,Samsung,smartphone,Galaxy S21 FE,active,2018-07-12 06:26:49
548835969215532,Apple,smartphone,iPhone 15,active,2019-08-24 20:52:38
388687796328329,Motorola,smartphone,Moto G32,active,2024-06-08 05:40:58
955700030342636,Apple,smartphone,iPhone 14,active,2024-07-29 22:48:19
125897223459292,OnePlus,smartphone,OnePlus Nord CE 3,active,2020-08-01 23:24:59
614191678325623,OnePlus,smartphone,OnePlus 11R,active,2022-08-14 03:32:32
983726471912448,Samsung,smartphone,Galaxy A14,active,2020-04-14 09:02:46
671406645644208,Apple,smartphone,iPhone 14,active,2018-07-11 07:38:04
216792907353655,Xiaomi,smartphone,Redmi Note 12,active,2023-09-14 06:40:25
848581538822255,Apple,smartphone,iPhone 13 Mini,inactive,2023-09-30 23:25:13
224825443493005,Samsung,smartphone,Galaxy A73,blocked,2019-05-18 23:20:49
504611842401422,Xiaomi,smartphone,Redmi 10,active,2018-08-24 15:10:39
491509313620969,Motorola,smartphone,Moto G84,inactive,2023-08-28 06:11:02
661212948785433,OnePlus,smartphone,OnePlus 11R,blocked,2021-05-25 14:06:22
378846932204462,Apple,smartphone,iPhone 15,active,2021-08-18 03:00:46
876326196046164,Samsung,smartphone,Galaxy Note 20,active,2019-11-07 08:42:26
913274791080812,Realme,smartphone,Realme C33,active,2023-04-26 00:10:50
740587217991272,Vivo,smartphone,Vivo V27,active,2020-04-26 10:33:34
313781685550175,Samsung,smartphone,Galaxy S21 FE,active,2024-04-07 16:11:01
523987651642271,Realme,smartphone,Realme Narzo 50,active,2021-10-14 15:08:36
965688321940177,Realme,smartphone,Realme 9 Pro,active,2019-01-24 10:54:13
104224296024532,Xiaomi,smartphone,Mi 11X,active,2021-03-13 10:54:47
006260278502383,Samsung,smartphone,Galaxy A73,active,2022-05-19 00:05:46
752698140700475,OnePlus,smartphone,OnePlus Nord 2T,active,2022-04-16 07:46:14
407440389714241,Apple,smartphone,iPhone 12,active,2022-07-20 15:32:31
695289683659783,Realme,smartphone,Realme GT 5,active,2019-03-23 11:54:48
014245135362627,Samsung,smartphone,Galaxy F54,active,2019-09-03 17:47:45
572361394872904,OnePlus,smartphone,OnePlus Nord 3,active,2021-03-28 13:36:21
325184123604759,Apple,smartphone,iPhone 13 Mini,active,2019-05-22 18:49:56
507661825923641,OnePlus,smartphone,OnePlus Nord 2T,active,2021-06-03 00:04:08
482054573889944,Apple,smartphone,iPhone 15,active,2018-02-28 17:25:40
207064412274297,Samsung,smartphone,Galaxy S21 FE,active,2023-10-15 10:06:43
854485019102305,Xiaomi,smartphone,Poco X5,active,2019-03-21 12:42:58
603356331633274,Oppo,smartphone,Oppo F21 Pro,blocked,2018-01-03 16:23:09
552505218587358,Xiaomi,smartphone,Redmi 10,active,2021-04-24 23:27:38
215309355378736,Realme,smartphone,Realme C33,active,2019-08-02 16:30:16
497257955186937,OnePlus,smartphone,OnePlus Nord CE 3,active,2023-08-08 18:31:01
223321063608451,Realme,smartphone,Realme C30,active,2024-04-05 16:23:11
405228984205069,Vivo,smartphone,Vivo Y22,active,2022-08-20 21:20:17
459305927448576,Apple,smartphone,iPhone XR,active,2024-10-31 02:05:27
798083513482703,Apple,smartphone,iPhone 15,inactive,2018-06-20 23:49:06
641814108221671,Google,smartphone,Pixel 4a,active,2024-10-01 04:27:28
008416488550182,Samsung,smartphone,Galaxy A54,active,2018-05-04 20:41:46
429838813420258,Realme,smartphone,Realme Narzo 60,active,2020-03-02 11:10:13
862465624481079,Apple,smartphone,iPhone 15 Pro,active,2022-11-13 06:07:28
028082806808015,Oppo,smartphone,Oppo Find X6,active,2024-11-11 05:48:22
452636591558349,Vivo,smartphone,Vivo Y22,active,2018-04-25 01:30:48
080419482798334,Apple,smartphone,iPhone 13,active,2018-05-03 22:10:00
086976939902070,Apple,smartphone,iPhone 15 Pro,active,2023-10-05 13:54:23
302351055954283,Motorola,smartphone,Moto G54,inactive,2023-04-25 18:16:43
713534792688674,Samsung,smartphone,Galaxy A34,inactive,2022-01-13 15:44:02
