Port_id,Sim_id,request_date,completion_date,new_operator,Reason
PORT003000,SIM046299,2021-05-26 07:43:54,2021-05-28 23:45:49,Vi,Friend recommendation
PORT003001,SIM023345,2020-03-24 09:38:24,2020-03-28 06:46:33,Aircel,Friend recommendation
PORT003002,SIM049739,2022-02-20 04:06:04,2022-02-24 09:48:43,Reliance,Attractive offers from new operator
PORT003003,SIM025897,2021-03-25 09:52:18,2021-03-31 00:56:29,BSNL,Network quality issues
PORT003004,SIM006785,2020-02-01 12:50:39,2020-02-05 12:28:00,Reliance,Better customer service
PORT003005,SIM032109,2021-02-25 08:07:03,,BSNL,Friend recommendation
PORT003006,SIM020829,2024-06-01 21:17:06,2024-06-05 13:22:54,Jio,Better customer service
PORT003007,SIM027031,2023-11-27 14:47:51,2023-12-02 15:17:31,BSNL,Poor signal strength
PORT003008,SIM038044,2020-07-27 13:10:49,,Tata Docomo,Better data speed
PORT003009,SIM002718,2024-12-25 01:03:23,,Aircel,Network quality issues
PORT003010,SIM006772,2024-02-10 07:48:27,2024-02-17 07:00:43,Jio,Better customer service
PORT003011,SIM012233,2021-07-17 05:14:13,2021-07-18 08:48:44,Vi,Poor signal strength
PORT003012,SIM034764,2020-02-05 04:31:06,2020-02-06 20:59:00,Vi,Attractive offers from new operator
PORT003013,SIM039777,2021-12-28 07:57:35,,MTNL,Attractive offers from new operator
PORT003014,SIM041222,2019-06-20 22:45:43,2019-06-23 00:03:45,Reliance,Network quality issues
PORT003015,SIM047635,2019-12-18 03:12:01,2019-12-20 19:10:01,Aircel,Poor signal strength
PORT003016,SIM014093,2020-11-29 21:46:44,2020-12-06 12:44:49,Jio,Relocation to another city
PORT003017,SIM059313,2022-06-08 09:26:01,2022-06-13 09:22:39,BSNL,Network quality issues
PORT003018,SIM000473,2021-08-19 01:48:33,2021-08-20 17:47:06,Tata Docomo,Poor signal strength
PORT003019,SIM043350,2019-04-23 14:44:50,2019-04-27 11:33:34,Vi,Relocation to another city
PORT003020,SIM039738,2020-09-25 14:48:21,2020-10-01 14:46:59,BSNL,Lower tariff plans
PORT003021,SIM064235,2022-11-14 14:02:14,2022-11-16 07:09:38,Reliance,Network quality issues
PORT003022,SIM047705,2023-07-24 07:56:16,2023-07-28 16:23:36,Airtel,Relocation to another city
PORT003023,SIM026106,2023-10-30 10:18:29,2023-11-01 06:11:54,Idea,Lower tariff plans
PORT003024,SIM000067,2023-11-15 06:40:16,2023-11-21 05:13:25,Aircel,Relocation to another city
PORT003025,SIM004707,2024-12-30 14:35:44,,BSNL,Better network coverage
PORT003026,SIM049321,2023-06-21 12:25:27,2023-06-25 00:54:45,Reliance,Lower tariff plans
PORT003027,SIM015223,2023-03-09 09:08:16,,Tata Docomo,Lower tariff plans
PORT003028,SIM031203,2024-12-03 16:34:35,2024-12-09 10:44:26,Aircel,Poor signal strength
PORT003029,SIM039831,2021-02-24 04:13:42,,Tata Docomo,Network quality issues
PORT003030,SIM023765,2024-04-27 10:27:42,2024-05-01 18:27:32,BSNL,Better data speed
PORT003031,SIM008171,2022-02-26 07:55:19,2022-03-03 02:25:40,Tata Docomo,Better customer service
PORT003032,SIM027663,2024-12-23 20:14:55,2024-12-26 10:33:47,Idea,Better network coverage
PORT003033,SIM009844,2022-06-14 13:58:33,,MTNL,Poor signal strength
PORT003034,SIM018818,2024-02-29 04:24:28,2024-03-06 04:47:02,Idea,Better network coverage
PORT003035,SIM020782,2021-06-12 04:57:01,2021-06-17 07:27:06,Idea,Friend recommendation
PORT003036,SIM016487,2019-06-03 10:41:57,2019-06-06 20:41:45,MTNL,Network quality issues
PORT003037,SIM006609,2022-01-19 23:35:52,,Tata Docomo,Better data speed
PORT003038,SIM009456,2024-02-19 21:58:49,2024-02-21 16:14:04,Aircel,Lower tariff plans
PORT003039,SIM009950,2022-02-28 15:16:12,2022-03-02 15:27:25,Idea,Friend recommendation
PORT003040,SIM065581,2020-04-26 04:49:42,2020-04-28 16:44:14,BSNL,Better network coverage
PORT003041,SIM062431,2022-12-12 02:25:44,2022-12-17 20:19:31,Aircel,Network quality issues
PORT003042,SIM055061,2021-04-09 07:13:02,2021-04-12 00:52:18,Airtel,Attractive offers from new operator
PORT003043,SIM037509,2023-04-10 05:51:20,2023-04-16 09:21:07,Tata Docomo,Network quality issues
PORT003044,SIM000203,2021-05-16 23:12:01,2021-05-20 14:37:19,BSNL,Poor signal strength
PORT003045,SIM003213,2022-07-14 18:36:48,2022-07-16 09:28:31,Airtel,Better data speed
PORT003046,SIM017479,2024-06-07 13:33:09,2024-06-10 19:41:29,Jio,Network quality issues
PORT003047,SIM001659,2024-04-22 07:43:00,2024-04-24 02:19:41,BSNL,Relocation to another city
PORT003048,SIM014119,2022-05-17 10:11:49,,Airtel,Network quality issues
PORT003049,SIM007524,2023-06-29 02:45:15,2023-07-01 06:44:46,Aircel,Better data speed
PORT003050,SIM051045,2023-03-09 22:43:57,2023-03-11 07:36:04,Vi,Poor signal strength
PORT003051,SIM051617,2018-11-20 17:52:44,2018-11-26 17:09:06,Vi,Poor signal strength
PORT003052,SIM060916,2021-09-04 02:52:17,2021-09-07 04:27:41,Reliance,Lower tariff plans
PORT003053,SIM003427,2024-12-07 04:50:43,,Tata Docomo,Friend recommendation
PORT003054,SIM011236,2021-07-13 15:35:18,2021-07-15 23:30:49,Tata Docomo,Relocation to another city
PORT003055,SIM033532,2021-11-27 21:53:53,2021-11-29 02:03:23,MTNL,Better data speed
PORT003056,SIM052087,2020-01-30 16:54:20,2020-02-01 18:17:06,MTNL,Lower tariff plans
PORT003057,SIM032870,2021-03-12 05:12:21,2021-03-15 04:08:09,Reliance,Better network coverage
PORT003058,SIM036759,2023-11-11 23:29:29,,Tata Docomo,Poor signal strength
PORT003059,SIM050073,2024-12-24 14:30:25,2024-12-27 09:49:07,Aircel,Relocation to another city
PORT003060,SIM016584,2024-12-25 11:25:07,,Vi,Better customer service
PORT003061,SIM054610,2024-11-10 19:11:13,2024-11-17 13:22:51,Airtel,Friend recommendation
PORT003062,SIM019689,2024-12-03 20:39:56,2024-12-08 22:50:35,Jio,Relocation to another city
PORT003063,SIM012604,2020-11-08 03:45:29,2020-11-10 22:39:32,Reliance,Lower tariff plans
PORT003064,SIM010199,2022-09-25 23:51:14,2022-09-27 13:28:56,Reliance,Lower tariff plans
PORT003065,SIM014871,2020-11-18 06:42:27,,Idea,Better customer service
PORT003066,SIM049905,2022-01-01 02:15:39,2022-01-08 00:03:45,Airtel,Network quality issues
PORT003067,SIM055392,2019-06-03 21:03:53,2019-06-09 17:32:13,Jio,Poor signal strength
PORT003068,SIM010722,2019-01-31 08:27:18,2019-02-04 14:27:10,MTNL,Better data speed
PORT003069,SIM041974,2019-09-17 23:31:04,2019-09-23 20:02:56,Idea,Friend recommendation
PORT003070,SIM021188,2024-06-13 03:23:58,,Vi,Better data speed
PORT003071,SIM025543,2020-05-21 12:17:22,2020-05-27 05:08:58,Airtel,Friend recommendation
PORT003072,SIM036215,2023-06-25 02:51:07,2023-07-01 19:39:49,BSNL,Network quality issues
PORT003073,SIM048829,2019-11-09 06:30:45,,Vi,Relocation to another city
PORT003074,SIM000260,2024-08-18 11:57:22,,Idea,Lower tariff plans
PORT003075,SIM059930,2021-09-19 06:25:27,2021-09-23 02:55:29,BSNL,Relocation to another city
PORT003076,SIM034981,2023-04-28 15:37:14,2023-05-04 05:27:18,MTNL,Friend recommendation
PORT003077,SIM010283,2024-12-25 22:39:12,2024-12-27 07:44:11,Airtel,Better customer service
PORT003078,SIM010121,2024-07-06 22:26:37,2024-07-12 14:04:25,Vi,Friend recommendation
PORT003079,SIM023857,2020-10-02 00:31:13,2020-10-04 13:13:35,Idea,Attractive offers from new operator
PORT003080,SIM012985,2019-01-11 22:20:04,2019-01-15 12:12:36,Airtel,Network quality issues
PORT003081,SIM049654,2021-10-17 14:48:21,2021-10-23 23:29:10,Reliance,Friend recommendation
PORT003082,SIM055029,2020-05-02 21:20:13,2020-05-08 07:19:04,Aircel,Friend recommendation
PORT003083,SIM024403,2023-11-14 18:04:20,2023-11-19 06:47:04,Aircel,Better network coverage
PORT003084,SIM040760,2024-03-31 10:26:30,,Idea,Poor signal strength
PORT003085,SIM019837,2021-12-12 05:31:36,2021-12-19 01:17:42,Vi,Network quality issues
PORT003086,SIM021779,2019-05-06 12:29:57,2019-05-11 13:09:28,Idea,Relocation to another city
PORT003087,SIM069574,2024-08-21 20:27:58,2024-08-28 02:05:52,Idea,Better customer service
PORT003088,SIM028931,2022-10-23 17:00:04,2022-10-29 10:02:20,Reliance,Relocation to another city
PORT003089,SIM062738,2019-12-13 09:05:45,2019-12-18 22:16:15,Idea,Better customer service
PORT003090,SIM064843,2019-02-28 21:16:44,2019-03-03 11:45:07,Tata Docomo,Better network coverage
PORT003091,SIM033687,2024-05-10 11:00:51,2024-05-17 05:29:22,MTNL,Lower tariff plans
PORT003092,SIM024799,2020-11-09 06:08:28,2020-11-15 20:22:09,Aircel,Better data speed
PORT003093,SIM031907,2020-02-10 09:36:10,2020-02-17 03:41:17,Aircel,Poor signal strength
PORT003094,SIM066861,2018-11-10 03:40:57,2018-11-11 05:05:39,Idea,Friend recommendation
PORT003095,SIM022027,2022-08-16 04:18:53,2022-08-22 07:37:02,MTNL,Lower tariff plans
PORT003096,SIM014226,2023-03-24 13:37:30,,MTNL,Relocation to another city
PORT003097,SIM008122,2021-06-13 11:53:17,2021-06-17 18:06:11,Tata Docomo,Better data speed
PORT003098,SIM026808,2022-06-27 07:03:27,,Idea,Better data speed
PORT003099,SIM068261,2019-10-28 02:50:50,2019-10-31 19:15:59,BSNL,Better customer service
PORT003100,SIM043556,2020-11-17 23:43:39,2020-11-19 22:43:27,Tata Docomo,Better data speed
PORT003101,SIM039451,2021-05-23 16:26:22,,Aircel,Poor signal strength
PORT003102,SIM045356,2018-10-12 21:57:09,2018-10-15 13:47:07,Aircel,Better data speed
PORT003103,SIM032464,2022-08-26 03:17:18,,Airtel,Poor signal strength
PORT003104,SIM003942,2021-04-19 11:47:43,2021-04-20 11:49:51,Idea,Better data speed
PORT003105,SIM029393,2021-10-29 02:53:22,2021-11-02 13:53:02,Reliance,Friend recommendation
PORT003106,SIM006439,2023-02-16 05:46:49,2023-02-20 17:02:20,Tata Docomo,Friend recommendation
PORT003107,SIM036593,2020-01-13 02:39:58,2020-01-16 17:12:24,Aircel,Relocation to another city
PORT003108,SIM003473,2024-11-18 11:18:48,2024-11-19 15:11:20,Reliance,Poor signal strength
PORT003109,SIM055641,2023-12-16 19:44:28,2023-12-23 13:35:37,Reliance,Relocation to another city
PORT003110,SIM022695,2024-12-22 21:31:35,,Airtel,Network quality issues
PORT003111,SIM024813,2024-12-27 21:51:51,2024-12-29 11:58:30,Idea,Friend recommendation
PORT003112,SIM038295,2022-07-12 08:41:23,2022-07-14 11:11:19,MTNL,Attractive offers from new operator
PORT003113,SIM040053,2023-06-25 14:25:44,2023-06-30 00:38:50,Tata Docomo,Network quality issues
PORT003114,SIM004269,2021-02-19 01:51:31,2021-02-22 08:00:20,Reliance,Friend recommendation
PORT003115,SIM026406,2024-12-03 19:44:22,2024-12-07 00:16:14,Jio,Network quality issues
PORT003116,SIM003439,2022-05-21 20:58:10,2022-05-24 01:20:43,MTNL,Better customer service
PORT003117,SIM048297,2020-02-09 18:57:55,2020-02-12 13:43:51,MTNL,Attractive offers from new operator
PORT003118,SIM017080,2024-02-03 23:06:33,2024-02-08 03:47:03,BSNL,Friend recommendation
PORT003119,SIM010292,2019-08-26 21:15:51,2019-08-30 15:17:23,Jio,Relocation to another city
PORT003120,SIM007763,2020-12-06 15:50:55,2020-12-10 19:11:39,Idea,Lower tariff plans
PORT003121,SIM058515,2019-11-14 05:48:07,2019-11-18 03:49:04,Jio,Friend recommendation
PORT003122,SIM039104,2024-10-27 17:11:28,2024-11-01 15:58:17,Vi,Friend recommendation
PORT003123,SIM005107,2024-05-26 11:01:45,2024-05-29 22:02:51,Jio,Lower tariff plans
PORT003124,SIM011074,2023-07-11 01:44:05,,Aircel,Better customer service
PORT003125,SIM003288,2021-11-15 23:36:51,2021-11-21 02:38:28,MTNL,Poor signal strength
PORT003126,SIM033398,2023-12-28 07:05:54,,Jio,Poor signal strength
PORT003127,SIM040203,2021-11-07 17:43:05,2021-11-13 10:07:34,MTNL,Lower tariff plans
PORT003128,SIM002170,2019-11-06 22:08:50,2019-11-11 04:01:05,MTNL,Network quality issues
PORT003129,SIM046525,2024-12-27 17:31:13,2024-12-29 08:40:25,BSNL,Better data speed
PORT003130,SIM026069,2019-04-11 23:50:01,2019-04-15 12:52:21,Reliance,Poor signal strength
PORT003131,SIM039454,2023-03-21 02:08:58,2023-03-26 07:47:19,Jio,Poor signal strength
PORT003132,SIM027394,2024-12-25 13:40:56,2024-12-26 18:11:12,Tata Docomo,Relocation to another city
PORT003133,SIM044560,2022-07-11 00:56:01,2022-07-12 16:41:46,Jio,Relocation to another city
PORT003134,SIM012758,2021-07-31 04:28:10,2021-08-02 10:46:07,Jio,Better network coverage
PORT003135,SIM035748,2024-12-02 07:44:47,2024-12-06 11:11:39,Aircel,Better network coverage
PORT003136,SIM054420,2021-11-04 11:12:45,2021-11-08 13:10:36,BSNL,Relocation to another city
PORT003137,SIM020101,2019-01-08 10:40:52,2019-01-10 18:06:11,Jio,Relocation to another city
PORT003138,SIM066870,2020-02-09 21:46:03,2020-02-12 10:02:21,Tata Docomo,Better network coverage
PORT003139,SIM066316,2020-01-18 15:09:52,,Jio,Relocation to another city
PORT003140,SIM044219,2022-04-11 16:10:34,2022-04-15 04:29:19,Airtel,Friend recommendation
PORT003141,SIM023335,2022-10-05 16:34:06,,MTNL,Attractive offers from new operator
PORT003142,SIM017311,2019-05-02 22:35:02,2019-05-09 10:09:15,Vi,Attractive offers from new operator
PORT003143,SIM064914,2020-05-29 01:38:21,2020-06-03 23:22:50,Aircel,Better network coverage
PORT003144,SIM048101,2021-02-19 10:18:09,,Aircel,Better customer service
PORT003145,SIM057458,2021-11-08 23:25:42,2021-11-10 09:42:22,BSNL,Better customer service
PORT003146,SIM005817,2024-12-26 20:35:50,,BSNL,Network quality issues
PORT003147,SIM058474,2023-02-27 20:51:58,,BSNL,Better customer service
PORT003148,SIM056327,2019-09-28 02:09:37,2019-10-01 17:40:56,Jio,Friend recommendation
PORT003149,SIM011694,2022-10-09 18:09:33,2022-10-11 17:49:46,Reliance,Friend recommendation
PORT003150,SIM069590,2019-02-24 00:41:27,2019-02-25 16:08:01,MTNL,Lower tariff plans
PORT003151,SIM055931,2019-09-17 22:38:58,2019-09-23 08:44:48,Tata Docomo,Poor signal strength
PORT003152,SIM063688,2019-02-22 17:05:17,2019-02-28 18:38:43,Jio,Relocation to another city
PORT003153,SIM053434,2020-12-13 21:16:25,2020-12-15 14:15:18,MTNL,Poor signal strength
PORT003154,SIM007505,2024-04-22 04:51:09,2024-04-28 03:23:18,BSNL,Poor signal strength
PORT003155,SIM008533,2024-01-02 05:22:24,2024-01-04 21:48:51,MTNL,Relocation to another city
PORT003156,SIM024999,2021-07-31 06:53:46,,Idea,Better network coverage
PORT003157,SIM048057,2020-06-15 16:20:21,2020-06-17 14:17:36,Tata Docomo,Network quality issues
PORT003158,SIM053595,2023-08-17 23:26:17,2023-08-21 02:12:23,Idea,Lower tariff plans
PORT003159,SIM042808,2021-04-22 09:30:11,,BSNL,Friend recommendation
PORT003160,SIM036513,2024-12-25 06:33:31,2024-12-27 09:23:21,BSNL,Better customer service
PORT003161,SIM049297,2023-06-29 04:23:17,2023-07-05 10:54:21,Jio,Network quality issues
PORT003162,SIM010173,2022-10-29 23:30:56,2022-11-01 16:17:07,Idea,Better data speed
PORT003163,SIM033678,2022-05-18 22:57:28,2022-05-25 18:30:59,Aircel,Better data speed
PORT003164,SIM041351,2020-01-15 06:29:37,2020-01-17 07:13:18,Reliance,Relocation to another city
PORT003165,SIM058405,2022-01-12 17:20:33,2022-01-18 01:47:06,Vi,Poor signal strength
PORT003166,SIM031912,2022-02-13 20:11:41,2022-02-17 18:26:00,Aircel,Relocation to another city
PORT003167,SIM029857,2023-10-12 03:10:16,2023-10-14 03:50:52,Vi,Relocation to another city
PORT003168,SIM015738,2019-07-02 05:44:18,2019-07-08 17:33:52,Vi,Network quality issues
PORT003169,SIM015747,2020-03-10 11:58:40,2020-03-13 14:41:22,Vi,Better customer service
PORT003170,SIM018941,2019-02-18 07:30:00,2019-02-21 17:03:22,Airtel,Attractive offers from new operator
PORT003171,SIM023933,2022-12-11 19:35:27,2022-12-13 07:31:19,BSNL,Relocation to another city
PORT003172,SIM027516,2019-10-19 18:25:05,2019-10-21 00:52:38,Jio,Lower tariff plans
PORT003173,SIM030395,2021-11-03 03:06:59,2021-11-09 15:08:34,Idea,Better network coverage
PORT003174,SIM011691,2022-11-27 03:47:43,,Aircel,Network quality issues
PORT003175,SIM062043,2024-06-09 08:43:23,,Airtel,Lower tariff plans
PORT003176,SIM004018,2024-12-09 05:02:11,2024-12-14 07:06:03,Vi,Better customer service
PORT003177,SIM051725,2020-05-01 22:45:26,2020-05-02 22:48:25,Vi,Poor signal strength
PORT003178,SIM034669,2021-04-07 07:35:43,2021-04-09 18:15:36,Tata Docomo,Better customer service
PORT003179,SIM069151,2019-11-27 16:06:24,2019-12-01 21:53:13,Tata Docomo,Poor signal strength
PORT003180,SIM057555,2020-08-15 11:07:46,,Idea,Friend recommendation
PORT003181,SIM049686,2019-10-31 21:09:20,2019-11-05 11:25:29,Tata Docomo,Poor signal strength
PORT003182,SIM030726,2023-03-26 18:45:08,2023-03-29 21:41:31,Idea,Network quality issues
PORT003183,SIM009992,2023-05-04 11:02:21,2023-05-06 08:09:23,Reliance,Relocation to another city
PORT003184,SIM012972,2024-09-11 02:31:02,2024-09-17 09:59:39,Airtel,Better data speed
PORT003185,SIM015914,2022-12-14 23:38:50,2022-12-20 16:06:19,Tata Docomo,Relocation to another city
PORT003186,SIM027789,2019-10-12 09:17:28,2019-10-13 19:58:43,Jio,Relocation to another city
PORT003187,SIM069263,2021-07-07 02:29:55,2021-07-09 21:50:57,Aircel,Better network coverage
PORT003188,SIM058747,2024-12-29 19:59:08,2024-12-30 21:32:10,Tata Docomo,Network quality issues
PORT003189,SIM038880,2019-04-29 01:26:11,2019-05-02 22:32:56,Vi,Attractive offers from new operator
PORT003190,SIM022299,2019-06-09 23:01:31,2019-06-15 04:31:00,Idea,Attractive offers from new operator
PORT003191,SIM013816,2024-12-27 13:39:08,2024-12-29 15:48:24,Jio,Better network coverage
PORT003192,SIM020378,2024-11-25 00:32:49,,Idea,Relocation to another city
PORT003193,SIM065901,2024-12-25 21:36:57,2024-12-29 20:39:57,Idea,Network quality issues
PORT003194,SIM000803,2024-10-01 01:22:02,,Jio,Better customer service
PORT003195,SIM042359,2020-01-27 12:36:34,2020-02-02 13:46:08,Tata Docomo,Network quality issues
PORT003196,SIM032852,2024-12-30 21:43:25,,Vi,Poor signal strength
PORT003197,SIM039366,2024-12-24 03:50:05,2024-12-26 21:03:02,Vi,Better network coverage
PORT003198,SIM067015,2024-12-25 06:30:01,2024-12-27 22:48:58,Jio,Lower tariff plans
PORT003199,SIM052228,2019-06-25 09:57:21,2019-07-01 02:09:48,Idea,Friend recommendation
PORT003200,SIM055440,2020-08-09 16:10:47,2020-08-14 08:43:00,Jio,Poor signal strength
PORT003201,SIM039314,2019-07-02 08:04:41,2019-07-04 03:17:01,Aircel,Network quality issues
PORT003202,SIM020783,2023-06-15 20:39:38,2023-06-21 00:39:20,Jio,Network quality issues
PORT003203,SIM067101,2022-03-28 17:46:37,2022-04-02 07:17:37,Aircel,Poor signal strength
PORT003204,SIM050055,2021-03-06 03:32:21,,Aircel,Better data speed
PORT003205,SIM061847,2024-02-26 05:29:05,2024-03-03 01:42:10,Idea,Relocation to another city
PORT003206,SIM043577,2019-09-16 02:27:38,,Reliance,Better customer service
PORT003207,SIM061075,2021-04-06 19:12:15,2021-04-11 16:45:31,BSNL,Network quality issues
PORT003208,SIM067823,2023-11-02 12:24:57,2023-11-06 18:22:03,BSNL,Poor signal strength
PORT003209,SIM063541,2022-11-04 11:08:05,2022-11-10 05:33:38,Reliance,Attractive offers from new operator
PORT003210,SIM036136,2019-09-15 03:17:39,2019-09-21 20:30:53,Aircel,Attractive offers from new operator
PORT003211,SIM067792,2023-10-14 01:56:28,2023-10-19 06:26:39,Aircel,Better network coverage
PORT003212,SIM042805,2020-03-02 17:50:15,2020-03-05 17:11:08,Idea,Better data speed
PORT003213,SIM048027,2020-03-31 04:02:42,2020-04-02 00:33:33,Tata Docomo,Better data speed
PORT003214,SIM042442,2023-01-16 15:16:11,2023-01-21 19:52:54,Reliance,Attractive offers from new operator
PORT003215,SIM056046,2019-12-04 12:44:19,2019-12-09 13:57:31,MTNL,Network quality issues
PORT003216,SIM000516,2023-08-11 05:54:37,2023-08-17 23:27:05,BSNL,Relocation to another city
PORT003217,SIM019252,2022-06-02 23:55:28,2022-06-06 03:55:45,Aircel,Network quality issues
PORT003218,SIM036065,2022-10-31 00:49:30,2022-11-01 08:13:41,Reliance,Network quality issues
PORT003219,SIM047930,2019-08-16 08:39:10,2019-08-21 01:56:24,Jio,Relocation to another city
PORT003220,SIM050152,2022-05-21 02:35:04,,Tata Docomo,Better network coverage
PORT003221,SIM065599,2022-12-01 00:04:38,2022-12-05 00:41:46,BSNL,Poor signal strength
PORT003222,SIM030525,2019-12-31 09:35:33,2020-01-03 05:01:48,Reliance,Better customer service
PORT003223,SIM010229,2019-07-22 05:42:27,2019-07-24 00:18:38,Aircel,Poor signal strength
PORT003224,SIM052284,2020-04-05 05:37:00,2020-04-10 22:51:41,MTNL,Network quality issues
PORT003225,SIM069652,2023-11-10 09:48:09,2023-11-12 20:13:12,MTNL,Lower tariff plans
PORT003226,SIM032211,2019-01-11 11:57:04,2019-01-18 06:16:39,MTNL,Attractive offers from new operator
PORT003227,SIM017081,2019-06-05 07:39:31,2019-06-09 09:31:56,MTNL,Relocation to another city
PORT003228,SIM009526,2024-02-09 15:20:43,2024-02-15 09:21:35,BSNL,Better data speed
PORT003229,SIM041172,2024-01-23 06:11:45,,Airtel,Lower tariff plans
PORT003230,SIM064312,2021-02-16 20:25:31,2021-02-20 14:20:12,MTNL,Better customer service
PORT003231,SIM040136,2024-11-06 18:43:24,2024-11-12 13:46:24,Aircel,Poor signal strength
PORT003232,SIM049396,2020-10-12 07:33:36,2020-10-18 08:46:15,MTNL,Better network coverage
PORT003233,SIM055583,2019-09-21 12:12:44,2019-09-23 14:13:45,Tata Docomo,Better network coverage
PORT003234,SIM024127,2021-02-13 00:24:27,2021-02-19 13:48:38,Airtel,Attractive offers from new operator
PORT003235,SIM009928,2022-07-09 03:14:11,2022-07-11 03:30:27,BSNL,Network quality issues
PORT003236,SIM056516,2024-01-14 19:51:59,2024-01-16 07:51:35,Tata Docomo,Friend recommendation
PORT003237,SIM029068,2023-10-23 10:23:42,2023-10-24 10:37:05,Tata Docomo,Lower tariff plans
PORT003238,SIM064869,2020-10-10 18:32:52,2020-10-16 00:03:44,Tata Docomo,Poor signal strength
PORT003239,SIM044883,2020-10-26 19:28:06,2020-10-31 20:54:15,BSNL,Attractive offers from new operator
PORT003240,SIM036044,2024-10-21 13:24:50,2024-10-28 05:46:54,Reliance,Attractive offers from new operator
PORT003241,SIM029871,2021-01-25 02:53:30,2021-01-31 22:41:35,Reliance,Better data speed
PORT003242,SIM012768,2021-06-04 11:44:32,,Idea,Better network coverage
PORT003243,SIM066652,2022-05-18 16:52:28,2022-05-21 12:45:35,MTNL,Lower tariff plans
PORT003244,SIM030331,2021-08-21 08:50:20,2021-08-25 21:33:47,Vi,Better customer service
PORT003245,SIM039619,2024-03-28 14:25:36,,Reliance,Network quality issues
PORT003246,SIM012345,2022-12-11 14:54:58,,Jio,Better data speed
PORT003247,SIM006283,2022-05-08 15:51:50,,MTNL,Attractive offers from new operator
PORT003248,SIM000414,2023-12-20 21:18:53,2023-12-25 01:17:05,Tata Docomo,Better data speed
PORT003249,SIM033415,2019-05-01 22:47:08,2019-05-03 10:24:34,Reliance,Attractive offers from new operator
PORT003250,SIM026102,2019-09-30 07:44:59,2019-10-07 05:44:05,Aircel,Attractive offers from new operator
PORT003251,SIM058223,2024-12-24 10:34:17,2024-12-29 04:21:59,Idea,Lower tariff plans
PORT003252,SIM064661,2019-03-30 16:49:05,2019-04-03 11:44:45,Idea,Better network coverage
PORT003253,SIM047576,2024-06-13 14:13:36,2024-06-16 23:27:51,MTNL,Attractive offers from new operator
PORT003254,SIM064282,2024-03-23 00:12:42,2024-03-28 17:27:24,Aircel,Better data speed
PORT003255,SIM003520,2021-09-16 14:19:35,,MTNL,Network quality issues
PORT003256,SIM044541,2023-12-31 07:52:46,2024-01-05 09:30:01,Airtel,Lower tariff plans
PORT003257,SIM016504,2019-06-21 19:00:31,,Reliance,Better data speed
PORT003258,SIM032196,2024-06-26 09:46:23,2024-06-27 10:22:33,Vi,Attractive offers from new operator
PORT003259,SIM051522,2024-12-26 16:14:43,,Vi,Poor signal strength
PORT003260,SIM064964,2023-06-02 17:38:45,2023-06-04 13:23:55,Reliance,Relocation to another city
PORT003261,SIM001404,2020-06-07 02:01:11,2020-06-10 18:37:52,Idea,Relocation to another city
PORT003262,SIM008344,2019-08-20 19:14:36,2019-08-25 14:07:00,Reliance,Better customer service
PORT003263,SIM036638,2022-07-03 04:21:38,2022-07-09 16:23:25,Aircel,Lower tariff plans
PORT003264,SIM020934,2023-06-08 18:15:06,2023-06-13 15:36:22,Vi,Better data speed
PORT003265,SIM054851,2024-12-29 13:35:48,,Tata Docomo,Lower tariff plans
PORT003266,SIM021165,2020-05-11 14:31:46,2020-05-14 16:53:33,Tata Docomo,Better customer service
PORT003267,SIM069106,2021-09-25 08:14:30,2021-10-01 16:27:40,BSNL,Better network coverage
PORT003268,SIM020389,2024-12-24 21:43:24,2024-12-29 09:55:41,MTNL,Poor signal strength
PORT003269,SIM063704,2023-12-31 15:44:29,2024-01-04 15:44:18,Vi,Better network coverage
PORT003270,SIM040001,2020-11-04 22:33:12,2020-11-09 06:37:41,Idea,Network quality issues
PORT003271,SIM032621,2022-12-30 17:29:33,,Airtel,Lower tariff plans
PORT003272,SIM033460,2022-09-28 17:33:43,2022-10-02 10:47:51,Idea,Better network coverage
PORT003273,SIM045904,2020-04-08 21:50:51,2020-04-14 18:54:17,Airtel,Lower tariff plans
PORT003274,SIM028189,2023-03-30 20:48:40,2023-04-03 00:53:41,Reliance,Lower tariff plans
PORT003275,SIM007113,2022-10-09 13:54:56,2022-10-16 02:51:14,Idea,Better customer service
PORT003276,SIM057157,2024-09-05 00:29:21,2024-09-06 13:46:06,BSNL,Lower tariff plans
PORT003277,SIM063779,2022-11-27 20:35:16,2022-12-02 04:13:25,Airtel,Friend recommendation
PORT003278,SIM045376,2020-07-15 12:51:51,2020-07-18 16:47:14,Reliance,Lower tariff plans
PORT003279,SIM018839,2020-10-27 15:40:47,2020-11-01 08:14:45,Idea,Network quality issues
PORT003280,SIM069625,2023-11-12 03:46:08,2023-11-13 04:42:18,Aircel,Lower tariff plans
PORT003281,SIM020054,2024-08-20 19:15:03,2024-08-27 00:44:44,Idea,Lower tariff plans
PORT003282,SIM029389,2022-02-01 16:08:35,2022-02-02 22:13:31,BSNL,Lower tariff plans
PORT003283,SIM067315,2022-07-05 08:06:41,2022-07-11 07:31:51,Aircel,Better customer service
PORT003284,SIM064536,2021-10-28 19:17:03,,Aircel,Friend recommendation
PORT003285,SIM064438,2019-04-17 19:54:10,2019-04-22 14:31:40,Aircel,Relocation to another city
PORT003286,SIM017041,2023-01-01 17:49:48,2023-01-06 03:45:55,Jio,Better network coverage
